สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
52,52,%all%,%all%,0
52,52,สระบุรี,สระบุรี,0
52,52,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
52,52,ตาก,ตาก,0
52,52,กาญจนบุรี,กาญจนบุรี,0
51,51,%all%,%all%,1
51,51,สุพรรณบุรี,สุพรรณบุรี,0
51,51,สตูล,สตูล,0
51,51,สงขลา,สงขลา,0
51,51,ศรีสะเกษ,ศรีสะเกษ,1
51,51,ระนอง,ระนอง,0
51,51,พิษณุโลก,พิษณุโลก,0
51,51,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
51,51,ตาก,ตาก,0
51,51,ตราด,ตราด,0
51,51,ชุมพร,ชุมพร,0
51,51,กาญจนบุรี,กาญจนบุรี,0
50,50,%all%,%all%,0
50,50,แม่ฮ่องสอน,แม่ฮ่องสอน,0
50,50,ระยอง,ระยอง,0
50,50,ยะลา,ยะลา,0
50,50,พังงา,พังงา,0
50,50,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
50,50,ตาก,ตาก,0
50,50,ชุมพร,ชุมพร,0
50,50,กาญจนบุรี,กาญจนบุรี,0
50,50,กรุงเทพมหานคร,กรุงเทพมหานคร,0
49,49,%all%,%all%,3
49,49,แม่ฮ่องสอน,แม่ฮ่องสอน,0
49,49,สุพรรณบุรี,สุพรรณบุรี,0
49,49,ระนอง,ระนอง,0
49,49,ยะลา,ยะลา,0
49,49,พิษณุโลก,พิษณุโลก,0
49,49,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
49,49,ตาก,ตาก,2
49,49,ชุมพร,ชุมพร,0
49,49,กาญจนบุรี,กาญจนบุรี,1
48,48,%all%,%all%,1
48,48,เพชรบุรี,เพชรบุรี,0
48,48,เชียงใหม่,เชียงใหม่,0
48,48,สุราษฎร์ธานี,สุราษฎร์ธานี,0
48,48,ยะลา,ยะลา,0
48,48,ภูเก็ต,ภูเก็ต,0
48,48,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
48,48,ตาก,ตาก,0
48,48,กาญจนบุรี,กาญจนบุรี,1
48,48,กรุงเทพมหานคร,กรุงเทพมหานคร,0
47,47,%all%,%all%,0
