สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
37,37,%all%,%all%,0
37,37,ระยอง,ระยอง,0
32,32,%all%,%all%,0
32,32,เชียงใหม่,เชียงใหม่,0
31,31,%all%,%all%,0
31,31,ชลบุรี,ชลบุรี,0
29,29,%all%,%all%,0
29,29,หนองคาย,หนองคาย,0
27,27,%all%,%all%,1
27,27,เชียงราย,เชียงราย,1
25,25,%all%,%all%,0
25,25,ขอนแก่น,ขอนแก่น,0
20,20,%all%,%all%,0
20,20,อุบลราชธานี,อุบลราชธานี,0
18,18,%all%,%all%,0
18,18,เชียงใหม่,เชียงใหม่,0
15,15,%all%,%all%,0
15,15,เพชรบูรณ์,เพชรบูรณ์,0
13,13,%all%,%all%,0
13,13,ปัตตานี,ปัตตานี,0
12,12,%all%,%all%,1
12,12,ขอนแก่น,ขอนแก่น,1
11,11,%all%,%all%,0
11,11,เชียงใหม่,เชียงใหม่,0
1,1,%all%,%all%,0
1,1,แม่ฮ่องสอน,แม่ฮ่องสอน,0
%all%,%all%,%all%,%all%,2
%all%,%all%,แม่ฮ่องสอน,แม่ฮ่องสอน,0
%all%,%all%,เพชรบูรณ์,เพชรบูรณ์,0
%all%,%all%,เชียงใหม่,เชียงใหม่,0
%all%,%all%,เชียงราย,เชียงราย,1
%all%,%all%,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,หนองคาย,หนองคาย,0
%all%,%all%,ระยอง,ระยอง,0
%all%,%all%,ปัตตานี,ปัตตานี,0
%all%,%all%,ชลบุรี,ชลบุรี,0
%all%,%all%,ขอนแก่น,ขอนแก่น,1
