สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
52,52,%all%,%all%,4
52,52,เพชรบุรี,เพชรบุรี,0
52,52,อุตรดิตถ์,อุตรดิตถ์,1
52,52,สุราษฎร์ธานี,สุราษฎร์ธานี,1
52,52,สุพรรณบุรี,สุพรรณบุรี,0
52,52,สมุทรปราการ,สมุทรปราการ,0
52,52,สงขลา,สงขลา,1
52,52,ระยอง,ระยอง,1
52,52,ยะลา,ยะลา,0
52,52,ภูเก็ต,ภูเก็ต,0
52,52,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
52,52,ปทุมธานี,ปทุมธานี,0
52,52,นครศรีธรรมราช,นครศรีธรรมราช,0
52,52,นครราชสีมา,นครราชสีมา,0
52,52,ชัยภูมิ,ชัยภูมิ,0
52,52,ชัยนาท,ชัยนาท,0
52,52,จันทบุรี,จันทบุรี,0
52,52,ขอนแก่น,ขอนแก่น,0
52,52,กาญจนบุรี,กาญจนบุรี,0
52,52,กรุงเทพมหานคร,กรุงเทพมหานคร,0
51,51,%all%,%all%,0
51,51,เลย,เลย,0
51,51,เชียงใหม่,เชียงใหม่,0
51,51,เชียงราย,เชียงราย,0
51,51,อุบลราชธานี,อุบลราชธานี,0
51,51,สุราษฎร์ธานี,สุราษฎร์ธานี,0
51,51,สระบุรี,สระบุรี,0
51,51,สมุทรปราการ,สมุทรปราการ,0
51,51,ศรีสะเกษ,ศรีสะเกษ,0
51,51,ลำพูน,ลำพูน,0
51,51,ราชบุรี,ราชบุรี,0
51,51,ระยอง,ระยอง,0
51,51,พิษณุโลก,พิษณุโลก,0
51,51,พระนครศรีอยุธยา,พระนครศรีอยุธยา,0
51,51,ปัตตานี,ปัตตานี,0
51,51,ปทุมธานี,ปทุมธานี,0
51,51,นนทบุรี,นนทบุรี,0
51,51,นครราชสีมา,นครราชสีมา,0
51,51,นครปฐม,นครปฐม,0
51,51,ตรัง,ตรัง,0
51,51,ชัยนาท,ชัยนาท,0
51,51,ชลบุรี,ชลบุรี,0
51,51,ฉะเชิงเทรา,ฉะเชิงเทรา,0
51,51,จันทบุรี,จันทบุรี,0
51,51,ขอนแก่น,ขอนแก่น,0
51,51,กำแพงเพชร,กำแพงเพชร,0
51,51,กาญจนบุรี,กาญจนบุรี,0
51,51,กระบี่,กระบี่,0
50,50,%all%,%all%,3
50,50,ไม่ระบุ,ไม่ระบุ,0
50,50,เลย,เลย,0
50,50,เพชรบูรณ์,เพชรบูรณ์,0
50,50,เชียงใหม่,เชียงใหม่,0
50,50,สุราษฎร์ธานี,สุราษฎร์ธานี,1
50,50,สระบุรี,สระบุรี,0
50,50,สมุทรปราการ,สมุทรปราการ,0
50,50,สงขลา,สงขลา,1
50,50,ศรีสะเกษ,ศรีสะเกษ,0
50,50,ระยอง,ระยอง,0
50,50,ระนอง,ระนอง,0
50,50,พระนครศรีอยุธยา,พระนครศรีอยุธยา,0
50,50,ปัตตานี,ปัตตานี,0
50,50,ปทุมธานี,ปทุมธานี,0
50,50,นนทบุรี,นนทบุรี,0
50,50,นครศรีธรรมราช,นครศรีธรรมราช,1
50,50,นครราชสีมา,นครราชสีมา,0
50,50,ตาก,ตาก,0
50,50,ตรัง,ตรัง,0
50,50,ชุมพร,ชุมพร,0
50,50,ชัยภูมิ,ชัยภูมิ,0
