สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
48,48,%all%,%all%,0
48,48,ฉะเชิงเทรา,ฉะเชิงเทรา,0
42,42,%all%,%all%,0
42,42,อุบลราชธานี,อุบลราชธานี,0
35,35,%all%,%all%,0
35,35,เชียงใหม่,เชียงใหม่,0
34,34,%all%,%all%,0
34,34,เชียงใหม่,เชียงใหม่,0
32,32,%all%,%all%,0
32,32,ศรีสะเกษ,ศรีสะเกษ,0
22,22,%all%,%all%,0
22,22,ชลบุรี,ชลบุรี,0
10,10,%all%,%all%,1
10,10,สิงห์บุรี,สิงห์บุรี,1
9,9,%all%,%all%,0
9,9,อุทัยธานี,อุทัยธานี,0
%all%,%all%,%all%,%all%,1
%all%,%all%,เชียงใหม่,เชียงใหม่,0
%all%,%all%,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,อุทัยธานี,อุทัยธานี,0
%all%,%all%,สิงห์บุรี,สิงห์บุรี,1
%all%,%all%,ศรีสะเกษ,ศรีสะเกษ,0
%all%,%all%,ชลบุรี,ชลบุรี,0
%all%,%all%,ฉะเชิงเทรา,ฉะเชิงเทรา,0
