สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
45,45,%all%,%all%,0
45,45,อุบลราชธานี,อุบลราชธานี,0
45,45,บึงกาฬ,บึงกาฬ,0
43,43,%all%,%all%,0
43,43,อุบลราชธานี,อุบลราชธานี,0
43,43,ตราด,ตราด,0
40,40,%all%,%all%,0
40,40,กรุงเทพมหานคร,กรุงเทพมหานคร,0
39,39,%all%,%all%,0
39,39,นครราชสีมา,นครราชสีมา,0
38,38,%all%,%all%,0
38,38,นครราชสีมา,นครราชสีมา,0
37,37,%all%,%all%,0
37,37,มุกดาหาร,มุกดาหาร,0
34,34,%all%,%all%,0
34,34,กรุงเทพมหานคร,กรุงเทพมหานคร,0
32,32,%all%,%all%,0
32,32,ชลบุรี,ชลบุรี,0
32,32,กรุงเทพมหานคร,กรุงเทพมหานคร,0
27,27,%all%,%all%,0
27,27,กรุงเทพมหานคร,กรุงเทพมหานคร,0
26,26,%all%,%all%,0
26,26,นนทบุรี,นนทบุรี,0
25,25,%all%,%all%,0
25,25,หนองบัวลำภู,หนองบัวลำภู,0
25,25,สงขลา,สงขลา,0
21,21,%all%,%all%,0
21,21,สมุทรสงคราม,สมุทรสงคราม,0
20,20,%all%,%all%,0
20,20,กรุงเทพมหานคร,กรุงเทพมหานคร,0
18,18,%all%,%all%,0
18,18,ภูเก็ต,ภูเก็ต,0
14,14,%all%,%all%,0
14,14,เชียงใหม่,เชียงใหม่,0
13,13,%all%,%all%,0
13,13,กรุงเทพมหานคร,กรุงเทพมหานคร,0
12,12,%all%,%all%,0
12,12,นครราชสีมา,นครราชสีมา,0
9,9,%all%,%all%,0
9,9,นครราชสีมา,นครราชสีมา,0
5,5,%all%,%all%,0
5,5,สระบุรี,สระบุรี,0
5,5,กรุงเทพมหานคร,กรุงเทพมหานคร,0
4,4,%all%,%all%,0
4,4,กรุงเทพมหานคร,กรุงเทพมหานคร,0
1,1,%all%,%all%,0
1,1,นนทบุรี,นนทบุรี,0
%all%,%all%,%all%,%all%,0
%all%,%all%,เชียงใหม่,เชียงใหม่,0
%all%,%all%,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,หนองบัวลำภู,หนองบัวลำภู,0
%all%,%all%,สระบุรี,สระบุรี,0
%all%,%all%,สมุทรสงคราม,สมุทรสงคราม,0
%all%,%all%,สงขลา,สงขลา,0
%all%,%all%,มุกดาหาร,มุกดาหาร,0
%all%,%all%,ภูเก็ต,ภูเก็ต,0
%all%,%all%,บึงกาฬ,บึงกาฬ,0
%all%,%all%,นนทบุรี,นนทบุรี,0
%all%,%all%,นครราชสีมา,นครราชสีมา,0
%all%,%all%,ตราด,ตราด,0
%all%,%all%,ชลบุรี,ชลบุรี,0
%all%,%all%,กรุงเทพมหานคร,กรุงเทพมหานคร,0
