สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
52,52,%all%,%all%,0
52,52,สุพรรณบุรี,สุพรรณบุรี,0
52,52,สมุทรปราการ,สมุทรปราการ,0
52,52,ปทุมธานี,ปทุมธานี,0
52,52,กรุงเทพมหานคร,กรุงเทพมหานคร,0
51,51,%all%,%all%,0
51,51,อุบลราชธานี,อุบลราชธานี,0
51,51,ระยอง,ระยอง,0
51,51,นครราชสีมา,นครราชสีมา,0
50,50,%all%,%all%,0
50,50,ปทุมธานี,ปทุมธานี,0
50,50,นครศรีธรรมราช,นครศรีธรรมราช,0
50,50,กาฬสินธุ์,กาฬสินธุ์,0
49,49,%all%,%all%,0
49,49,เชียงราย,เชียงราย,0
49,49,สุโขทัย,สุโขทัย,0
49,49,สงขลา,สงขลา,0
49,49,ปทุมธานี,ปทุมธานี,0
49,49,นครปฐม,นครปฐม,0
49,49,ตาก,ตาก,0
48,48,%all%,%all%,0
48,48,อุทัยธานี,อุทัยธานี,0
48,48,สุราษฎร์ธานี,สุราษฎร์ธานี,0
48,48,ยะลา,ยะลา,0
48,48,ตาก,ตาก,0
47,47,%all%,%all%,0
47,47,เชียงราย,เชียงราย,0
47,47,ปทุมธานี,ปทุมธานี,0
47,47,นครปฐม,นครปฐม,0
47,47,ชัยภูมิ,ชัยภูมิ,0
47,47,ชลบุรี,ชลบุรี,0
46,46,%all%,%all%,0
46,46,เชียงใหม่,เชียงใหม่,0
46,46,ปทุมธานี,ปทุมธานี,0
46,46,ตาก,ตาก,0
45,45,%all%,%all%,1
45,45,สุราษฎร์ธานี,สุราษฎร์ธานี,0
45,45,สมุทรปราการ,สมุทรปราการ,0
45,45,ศรีสะเกษ,ศรีสะเกษ,0
45,45,ภูเก็ต,ภูเก็ต,0
45,45,ปทุมธานี,ปทุมธานี,0
45,45,นครศรีธรรมราช,นครศรีธรรมราช,0
45,45,ชัยภูมิ,ชัยภูมิ,0
45,45,ชลบุรี,ชลบุรี,1
45,45,กาญจนบุรี,กาญจนบุรี,0
44,44,%all%,%all%,1
44,44,แม่ฮ่องสอน,แม่ฮ่องสอน,0
44,44,เชียงใหม่,เชียงใหม่,0
44,44,เชียงราย,เชียงราย,0
44,44,ราชบุรี,ราชบุรี,0
44,44,ปทุมธานี,ปทุมธานี,1
44,44,ชัยนาท,ชัยนาท,0
43,43,%all%,%all%,0
43,43,เชียงใหม่,เชียงใหม่,0
43,43,สมุทรปราการ,สมุทรปราการ,0
43,43,นครราชสีมา,นครราชสีมา,0
42,42,%all%,%all%,1
42,42,เลย,เลย,0
42,42,เพชรบูรณ์,เพชรบูรณ์,0
42,42,เชียงราย,เชียงราย,0
42,42,พะเยา,พะเยา,0
42,42,ปราจีนบุรี,ปราจีนบุรี,1
