สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
52,52,%all%,%all%,0
52,52,พิษณุโลก,พิษณุโลก,0
51,51,%all%,%all%,0
51,51,นครราชสีมา,นครราชสีมา,0
50,50,%all%,%all%,0
50,50,ศรีสะเกษ,ศรีสะเกษ,0
47,47,%all%,%all%,0
47,47,สุรินทร์,สุรินทร์,0
47,47,บุรีรัมย์,บุรีรัมย์,0
47,47,นครราชสีมา,นครราชสีมา,0
47,47,ขอนแก่น,ขอนแก่น,0
47,47,กรุงเทพมหานคร,กรุงเทพมหานคร,0
46,46,%all%,%all%,0
46,46,กรุงเทพมหานคร,กรุงเทพมหานคร,0
45,45,%all%,%all%,0
45,45,อุตรดิตถ์,อุตรดิตถ์,0
45,45,ศรีสะเกษ,ศรีสะเกษ,0
45,45,พิจิตร,พิจิตร,0
45,45,นครสวรรค์,นครสวรรค์,0
45,45,ขอนแก่น,ขอนแก่น,0
44,44,%all%,%all%,0
44,44,อุตรดิตถ์,อุตรดิตถ์,0
44,44,นครราชสีมา,นครราชสีมา,0
44,44,ฉะเชิงเทรา,ฉะเชิงเทรา,0
43,43,%all%,%all%,0
43,43,สระบุรี,สระบุรี,0
43,43,นครราชสีมา,นครราชสีมา,0
42,42,%all%,%all%,0
42,42,สระบุรี,สระบุรี,0
42,42,น่าน,น่าน,0
42,42,นครราชสีมา,นครราชสีมา,0
42,42,กรุงเทพมหานคร,กรุงเทพมหานคร,0
41,41,%all%,%all%,0
41,41,หนองคาย,หนองคาย,0
41,41,นครราชสีมา,นครราชสีมา,0
41,41,ขอนแก่น,ขอนแก่น,0
39,39,%all%,%all%,1
39,39,แพร่,แพร่,1
39,39,สระบุรี,สระบุรี,0
39,39,ขอนแก่น,ขอนแก่น,0
39,39,กรุงเทพมหานคร,กรุงเทพมหานคร,0
38,38,%all%,%all%,0
38,38,สระบุรี,สระบุรี,0
38,38,นนทบุรี,นนทบุรี,0
38,38,นครสวรรค์,นครสวรรค์,0
38,38,นครราชสีมา,นครราชสีมา,0
38,38,ขอนแก่น,ขอนแก่น,0
37,37,%all%,%all%,0
37,37,นครสวรรค์,นครสวรรค์,0
37,37,นครราชสีมา,นครราชสีมา,0
37,37,จันทบุรี,จันทบุรี,0
36,36,%all%,%all%,0
36,36,เพชรบูรณ์,เพชรบูรณ์,0
36,36,นนทบุรี,นนทบุรี,0
36,36,ขอนแก่น,ขอนแก่น,0
35,35,%all%,%all%,0
35,35,อุตรดิตถ์,อุตรดิตถ์,0
35,35,สงขลา,สงขลา,0
35,35,นครราชสีมา,นครราชสีมา,0
35,35,กรุงเทพมหานคร,กรุงเทพมหานคร,0
34,34,%all%,%all%,0
34,34,เพชรบูรณ์,เพชรบูรณ์,0
34,34,อุทัยธานี,อุทัยธานี,0
34,34,สระบุรี,สระบุรี,0
34,34,นครสวรรค์,นครสวรรค์,0
34,34,นครราชสีมา,นครราชสีมา,0
34,34,ขอนแก่น,ขอนแก่น,0
33,33,%all%,%all%,0
33,33,นครราชสีมา,นครราชสีมา,0
33,33,จันทบุรี,จันทบุรี,0
33,33,ขอนแก่น,ขอนแก่น,0
32,32,%all%,%all%,0
32,32,นครราชสีมา,นครราชสีมา,0
31,31,%all%,%all%,0
31,31,นครราชสีมา,นครราชสีมา,0
31,31,ขอนแก่น,ขอนแก่น,0
30,30,%all%,%all%,0
30,30,สระบุรี,สระบุรี,0
30,30,ราชบุรี,ราชบุรี,0
30,30,นครราชสีมา,นครราชสีมา,0
30,30,ตาก,ตาก,0
30,30,ฉะเชิงเทรา,ฉะเชิงเทรา,0
29,29,%all%,%all%,2
29,29,นครสวรรค์,นครสวรรค์,0
29,29,นครราชสีมา,นครราชสีมา,0
29,29,ฉะเชิงเทรา,ฉะเชิงเทรา,0
29,29,ขอนแก่น,ขอนแก่น,2
29,29,กาฬสินธุ์,กาฬสินธุ์,0
28,28,%all%,%all%,0
28,28,พิษณุโลก,พิษณุโลก,0
28,28,ขอนแก่น,ขอนแก่น,0
27,27,%all%,%all%,0
27,27,อุตรดิตถ์,อุตรดิตถ์,0
27,27,สุโขทัย,สุโขทัย,0
27,27,สระบุรี,สระบุรี,0
27,27,พังงา,พังงา,0
27,27,น่าน,น่าน,0
27,27,นครสวรรค์,นครสวรรค์,0
27,27,นครราชสีมา,นครราชสีมา,0
27,27,ขอนแก่น,ขอนแก่น,0
26,26,%all%,%all%,0
26,26,สุรินทร์,สุรินทร์,0
26,26,สระบุรี,สระบุรี,0
26,26,น่าน,น่าน,0
26,26,นนทบุรี,นนทบุรี,0
26,26,นครราชสีมา,นครราชสีมา,0
25,25,%all%,%all%,0
25,25,น่าน,น่าน,0
25,25,นครราชสีมา,นครราชสีมา,0
25,25,กรุงเทพมหานคร,กรุงเทพมหานคร,0
24,24,%all%,%all%,0
24,24,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
24,24,นครราชสีมา,นครราชสีมา,0
24,24,ขอนแก่น,ขอนแก่น,0
23,23,%all%,%all%,0
23,23,นครราชสีมา,นครราชสีมา,0
23,23,ฉะเชิงเทรา,ฉะเชิงเทรา,0
23,23,กรุงเทพมหานคร,กรุงเทพมหานคร,0
22,22,%all%,%all%,0
22,22,นครราชสีมา,นครราชสีมา,0
22,22,กรุงเทพมหานคร,กรุงเทพมหานคร,0
21,21,%all%,%all%,0
21,21,พิษณุโลก,พิษณุโลก,0
21,21,นครราชสีมา,นครราชสีมา,0
21,21,กรุงเทพมหานคร,กรุงเทพมหานคร,0
20,20,%all%,%all%,0
20,20,นนทบุรี,นนทบุรี,0
20,20,นครราชสีมา,นครราชสีมา,0
20,20,ขอนแก่น,ขอนแก่น,0
19,19,%all%,%all%,0
19,19,สุราษฎร์ธานี,สุราษฎร์ธานี,0
18,18,%all%,%all%,0
18,18,พิษณุโลก,พิษณุโลก,0
18,18,นครราชสีมา,นครราชสีมา,0
18,18,กรุงเทพมหานคร,กรุงเทพมหานคร,0
17,17,%all%,%all%,0
17,17,สุโขทัย,สุโขทัย,0
17,17,ฉะเชิงเทรา,ฉะเชิงเทรา,0
17,17,กรุงเทพมหานคร,กรุงเทพมหานคร,0
16,16,%all%,%all%,1
16,16,สุโขทัย,สุโขทัย,1
16,16,นนทบุรี,นนทบุรี,0
15,15,%all%,%all%,0
