สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
43,43,%all%,%all%,0
43,43,เพชรบูรณ์,เพชรบูรณ์,0
33,33,%all%,%all%,0
33,33,ชัยภูมิ,ชัยภูมิ,0
28,28,%all%,%all%,0
28,28,เพชรบูรณ์,เพชรบูรณ์,0
25,25,%all%,%all%,0
25,25,อุบลราชธานี,อุบลราชธานี,0
21,21,%all%,%all%,0
21,21,น่าน,น่าน,0
9,9,%all%,%all%,0
9,9,ร้อยเอ็ด,ร้อยเอ็ด,0
2,2,%all%,%all%,0
2,2,ศรีสะเกษ,ศรีสะเกษ,0
1,1,%all%,%all%,0
1,1,สุราษฎร์ธานี,สุราษฎร์ธานี,0
%all%,%all%,%all%,%all%,0
%all%,%all%,เพชรบูรณ์,เพชรบูรณ์,0
%all%,%all%,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,สุราษฎร์ธานี,สุราษฎร์ธานี,0
%all%,%all%,ศรีสะเกษ,ศรีสะเกษ,0
%all%,%all%,ร้อยเอ็ด,ร้อยเอ็ด,0
%all%,%all%,น่าน,น่าน,0
%all%,%all%,ชัยภูมิ,ชัยภูมิ,0
