สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
51,51,%all%,%all%,%null%
51,51,ภูเก็ต,ภูเก็ต,%null%
51,51,นครราชสีมา,นครราชสีมา,%null%
49,49,%all%,%all%,0
49,49,อุบลราชธานี,อุบลราชธานี,0
49,49,นครสวรรค์,นครสวรรค์,0
49,49,กรุงเทพมหานคร,กรุงเทพมหานคร,0
48,48,%all%,%all%,0
48,48,เพชรบูรณ์,เพชรบูรณ์,0
48,48,สุราษฎร์ธานี,สุราษฎร์ธานี,0
48,48,ลำพูน,ลำพูน,0
46,46,%all%,%all%,0
46,46,แพร่,แพร่,0
46,46,เชียงใหม่,เชียงใหม่,0
45,45,%all%,%all%,0
45,45,สกลนคร,สกลนคร,0
45,45,ลำปาง,ลำปาง,0
45,45,ชลบุรี,ชลบุรี,0
45,45,กาญจนบุรี,กาญจนบุรี,0
44,44,%all%,%all%,0
44,44,เชียงราย,เชียงราย,0
42,42,%all%,%all%,0
42,42,กรุงเทพมหานคร,กรุงเทพมหานคร,0
41,41,%all%,%all%,0
41,41,เพชรบุรี,เพชรบุรี,0
40,40,%all%,%all%,0
40,40,เชียงใหม่,เชียงใหม่,0
40,40,ราชบุรี,ราชบุรี,0
39,39,%all%,%all%,0
39,39,เชียงใหม่,เชียงใหม่,0
39,39,อุบลราชธานี,อุบลราชธานี,0
39,39,สุราษฎร์ธานี,สุราษฎร์ธานี,0
39,39,ลำปาง,ลำปาง,0
39,39,นครศรีธรรมราช,นครศรีธรรมราช,0
38,38,%all%,%all%,0
38,38,เชียงราย,เชียงราย,0
38,38,อุบลราชธานี,อุบลราชธานี,0
38,38,ลำปาง,ลำปาง,0
37,37,%all%,%all%,0
37,37,เชียงใหม่,เชียงใหม่,0
37,37,อุบลราชธานี,อุบลราชธานี,0
37,37,สุโขทัย,สุโขทัย,0
37,37,กรุงเทพมหานคร,กรุงเทพมหานคร,0
36,36,%all%,%all%,0
36,36,ลำปาง,ลำปาง,0
36,36,พังงา,พังงา,0
36,36,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
35,35,%all%,%all%,0
35,35,อุบลราชธานี,อุบลราชธานี,0
35,35,กรุงเทพมหานคร,กรุงเทพมหานคร,0
34,34,%all%,%all%,0
34,34,น่าน,น่าน,0
34,34,นครราชสีมา,นครราชสีมา,0
34,34,ตรัง,ตรัง,0
34,34,กาฬสินธุ์,กาฬสินธุ์,0
33,33,%all%,%all%,0
33,33,เชียงใหม่,เชียงใหม่,0
33,33,น่าน,น่าน,0
33,33,ชลบุรี,ชลบุรี,0
33,33,กรุงเทพมหานคร,กรุงเทพมหานคร,0
32,32,%all%,%all%,0
32,32,แม่ฮ่องสอน,แม่ฮ่องสอน,0
32,32,ลำปาง,ลำปาง,0
31,31,%all%,%all%,0
31,31,สุราษฎร์ธานี,สุราษฎร์ธานี,0
31,31,ลำปาง,ลำปาง,0
31,31,ยโสธร,ยโสธร,0
30,30,%all%,%all%,0
30,30,เชียงใหม่,เชียงใหม่,0
30,30,อุบลราชธานี,อุบลราชธานี,0
29,29,%all%,%all%,0
29,29,เชียงใหม่,เชียงใหม่,0
29,29,พิษณุโลก,พิษณุโลก,0
29,29,นครราชสีมา,นครราชสีมา,0
29,29,ขอนแก่น,ขอนแก่น,0
28,28,%all%,%all%,0
28,28,เชียงใหม่,เชียงใหม่,0
28,28,ลำพูน,ลำพูน,0
27,27,%all%,%all%,0
27,27,แพร่,แพร่,0
27,27,อุบลราชธานี,อุบลราชธานี,0
27,27,อุดรธานี,อุดรธานี,0
27,27,ฉะเชิงเทรา,ฉะเชิงเทรา,0
26,26,%all%,%all%,0
26,26,เชียงราย,เชียงราย,0
26,26,สงขลา,สงขลา,0
26,26,ลำปาง,ลำปาง,0
26,26,พิษณุโลก,พิษณุโลก,0
26,26,นนทบุรี,นนทบุรี,0
26,26,นครราชสีมา,นครราชสีมา,0
25,25,%all%,%all%,0
25,25,สตูล,สตูล,0
25,25,ลำปาง,ลำปาง,0
25,25,พระนครศรีอยุธยา,พระนครศรีอยุธยา,0
25,25,กรุงเทพมหานคร,กรุงเทพมหานคร,0
24,24,%all%,%all%,0
24,24,มหาสารคาม,มหาสารคาม,0
23,23,%all%,%all%,0
23,23,อุบลราชธานี,อุบลราชธานี,0
23,23,มหาสารคาม,มหาสารคาม,0
23,23,ปทุมธานี,ปทุมธานี,0
23,23,ตรัง,ตรัง,0
23,23,ขอนแก่น,ขอนแก่น,0
22,22,%all%,%all%,0
22,22,แม่ฮ่องสอน,แม่ฮ่องสอน,0
22,22,อุบลราชธานี,อุบลราชธานี,0
22,22,ชัยนาท,ชัยนาท,0
21,21,%all%,%all%,0
21,21,เชียงใหม่,เชียงใหม่,0
21,21,อุบลราชธานี,อุบลราชธานี,0
21,21,กรุงเทพมหานคร,กรุงเทพมหานคร,0
20,20,%all%,%all%,0
20,20,เชียงราย,เชียงราย,0
20,20,สงขลา,สงขลา,0
20,20,นครพนม,นครพนม,0
19,19,%all%,%all%,0
19,19,เพชรบูรณ์,เพชรบูรณ์,0
19,19,ปทุมธานี,ปทุมธานี,0
19,19,นครราชสีมา,นครราชสีมา,0
17,17,%all%,%all%,0
17,17,นครราชสีมา,นครราชสีมา,0
17,17,กรุงเทพมหานคร,กรุงเทพมหานคร,0
16,16,%all%,%all%,0
16,16,กรุงเทพมหานคร,กรุงเทพมหานคร,0
15,15,%all%,%all%,0
15,15,ลพบุรี,ลพบุรี,0
13,13,%all%,%all%,0
13,13,สุรินทร์,สุรินทร์,0
13,13,สกลนคร,สกลนคร,0
13,13,ภูเก็ต,ภูเก็ต,0
13,13,ปทุมธานี,ปทุมธานี,0
12,12,%all%,%all%,0
12,12,ขอนแก่น,ขอนแก่น,0
11,11,%all%,%all%,0
11,11,เชียงใหม่,เชียงใหม่,0
11,11,อุบลราชธานี,อุบลราชธานี,0
10,10,%all%,%all%,0
10,10,เชียงใหม่,เชียงใหม่,0
10,10,ลำปาง,ลำปาง,0
