สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
49,49,%all%,%all%,%null%
49,49,กรุงเทพมหานคร,กรุงเทพมหานคร,%null%
48,48,%all%,%all%,0
48,48,กรุงเทพมหานคร,กรุงเทพมหานคร,0
46,46,%all%,%all%,0
46,46,กรุงเทพมหานคร,กรุงเทพมหานคร,0
45,45,%all%,%all%,0
45,45,อุดรธานี,อุดรธานี,0
45,45,กรุงเทพมหานคร,กรุงเทพมหานคร,0
42,42,%all%,%all%,0
42,42,นครสวรรค์,นครสวรรค์,0
41,41,%all%,%all%,0
41,41,อุบลราชธานี,อุบลราชธานี,0
40,40,%all%,%all%,0
40,40,อุบลราชธานี,อุบลราชธานี,0
40,40,สุราษฎร์ธานี,สุราษฎร์ธานี,0
40,40,นครพนม,นครพนม,0
40,40,กรุงเทพมหานคร,กรุงเทพมหานคร,0
37,37,%all%,%all%,0
37,37,สมุทรปราการ,สมุทรปราการ,0
36,36,%all%,%all%,0
36,36,อุบลราชธานี,อุบลราชธานี,0
36,36,กรุงเทพมหานคร,กรุงเทพมหานคร,0
35,35,%all%,%all%,0
35,35,ลพบุรี,ลพบุรี,0
34,34,%all%,%all%,0
34,34,นนทบุรี,นนทบุรี,0
34,34,กรุงเทพมหานคร,กรุงเทพมหานคร,0
33,33,%all%,%all%,0
33,33,ยะลา,ยะลา,0
33,33,ขอนแก่น,ขอนแก่น,0
33,33,กาญจนบุรี,กาญจนบุรี,0
33,33,กรุงเทพมหานคร,กรุงเทพมหานคร,0
31,31,%all%,%all%,0
31,31,สุรินทร์,สุรินทร์,0
30,30,%all%,%all%,0
30,30,มุกดาหาร,มุกดาหาร,0
29,29,%all%,%all%,0
29,29,อุบลราชธานี,อุบลราชธานี,0
28,28,%all%,%all%,0
28,28,พระนครศรีอยุธยา,พระนครศรีอยุธยา,0
28,28,กรุงเทพมหานคร,กรุงเทพมหานคร,0
27,27,%all%,%all%,0
27,27,ศรีสะเกษ,ศรีสะเกษ,0
27,27,ตราด,ตราด,0
24,24,%all%,%all%,0
24,24,สมุทรสาคร,สมุทรสาคร,0
22,22,%all%,%all%,0
22,22,จันทบุรี,จันทบุรี,0
20,20,%all%,%all%,0
20,20,สมุทรปราการ,สมุทรปราการ,0
20,20,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
20,20,กรุงเทพมหานคร,กรุงเทพมหานคร,0
19,19,%all%,%all%,0
19,19,ยะลา,ยะลา,0
18,18,%all%,%all%,0
18,18,อุบลราชธานี,อุบลราชธานี,0
18,18,สกลนคร,สกลนคร,0
18,18,กรุงเทพมหานคร,กรุงเทพมหานคร,0
16,16,%all%,%all%,0
16,16,อุบลราชธานี,อุบลราชธานี,0
16,16,ชัยภูมิ,ชัยภูมิ,0
16,16,กรุงเทพมหานคร,กรุงเทพมหานคร,0
15,15,%all%,%all%,0
15,15,ภูเก็ต,ภูเก็ต,0
