สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
50,50,%all%,%all%,0
50,50,นราธิวาส,นราธิวาส,0
50,50,นครศรีธรรมราช,นครศรีธรรมราช,0
47,47,%all%,%all%,0
47,47,อุบลราชธานี,อุบลราชธานี,0
47,47,สงขลา,สงขลา,0
47,47,ลพบุรี,ลพบุรี,0
47,47,ยะลา,ยะลา,0
47,47,นราธิวาส,นราธิวาส,0
47,47,ชลบุรี,ชลบุรี,0
46,46,%all%,%all%,0
46,46,ยะลา,ยะลา,0
46,46,ปัตตานี,ปัตตานี,0
46,46,ชลบุรี,ชลบุรี,0
45,45,%all%,%all%,0
45,45,ยะลา,ยะลา,0
45,45,ชลบุรี,ชลบุรี,0
44,44,%all%,%all%,0
44,44,ปทุมธานี,ปทุมธานี,0
44,44,นราธิวาส,นราธิวาส,0
43,43,%all%,%all%,0
43,43,อุบลราชธานี,อุบลราชธานี,0
43,43,สุราษฎร์ธานี,สุราษฎร์ธานี,0
43,43,สงขลา,สงขลา,0
43,43,นครปฐม,นครปฐม,0
42,42,%all%,%all%,0
42,42,อุบลราชธานี,อุบลราชธานี,0
42,42,สงขลา,สงขลา,0
42,42,ยะลา,ยะลา,0
42,42,ฉะเชิงเทรา,ฉะเชิงเทรา,0
41,41,%all%,%all%,0
41,41,สงขลา,สงขลา,0
41,41,ยะลา,ยะลา,0
41,41,ปัตตานี,ปัตตานี,0
41,41,นราธิวาส,นราธิวาส,0
41,41,นนทบุรี,นนทบุรี,0
41,41,ชุมพร,ชุมพร,0
41,41,ชลบุรี,ชลบุรี,0
40,40,%all%,%all%,0
40,40,อุบลราชธานี,อุบลราชธานี,0
40,40,สมุทรสาคร,สมุทรสาคร,0
40,40,นราธิวาส,นราธิวาส,0
39,39,%all%,%all%,0
39,39,แม่ฮ่องสอน,แม่ฮ่องสอน,0
39,39,สระแก้ว,สระแก้ว,0
39,39,ชลบุรี,ชลบุรี,0
38,38,%all%,%all%,0
38,38,อุบลราชธานี,อุบลราชธานี,0
38,38,ยะลา,ยะลา,0
37,37,%all%,%all%,0
37,37,อุบลราชธานี,อุบลราชธานี,0
37,37,ยะลา,ยะลา,0
37,37,นราธิวาส,นราธิวาส,0
37,37,กรุงเทพมหานคร,กรุงเทพมหานคร,0
36,36,%all%,%all%,0
36,36,อุบลราชธานี,อุบลราชธานี,0
36,36,ยะลา,ยะลา,0
36,36,นครศรีธรรมราช,นครศรีธรรมราช,0
36,36,ชลบุรี,ชลบุรี,0
35,35,%all%,%all%,0
35,35,สมุทรปราการ,สมุทรปราการ,0
35,35,ยะลา,ยะลา,0
34,34,%all%,%all%,0
34,34,สมุทรปราการ,สมุทรปราการ,0
34,34,ยะลา,ยะลา,0
34,34,กรุงเทพมหานคร,กรุงเทพมหานคร,0
33,33,%all%,%all%,0
33,33,ภูเก็ต,ภูเก็ต,0
32,32,%all%,%all%,0
32,32,อุบลราชธานี,อุบลราชธานี,0
32,32,ตาก,ตาก,0
32,32,กรุงเทพมหานคร,กรุงเทพมหานคร,0
31,31,%all%,%all%,0
31,31,สงขลา,สงขลา,0
30,30,%all%,%all%,0
30,30,สิงห์บุรี,สิงห์บุรี,0
30,30,ปัตตานี,ปัตตานี,0
29,29,%all%,%all%,0
29,29,สงขลา,สงขลา,0
29,29,กรุงเทพมหานคร,กรุงเทพมหานคร,0
28,28,%all%,%all%,0
28,28,อุบลราชธานี,อุบลราชธานี,0
28,28,กรุงเทพมหานคร,กรุงเทพมหานคร,0
27,27,%all%,%all%,0
27,27,ปัตตานี,ปัตตานี,0
27,27,ตาก,ตาก,0
26,26,%all%,%all%,0
26,26,ชลบุรี,ชลบุรี,0
25,25,%all%,%all%,0
25,25,นครราชสีมา,นครราชสีมา,0
24,24,%all%,%all%,0
24,24,อุบลราชธานี,อุบลราชธานี,0
22,22,%all%,%all%,0
22,22,ตาก,ตาก,0
20,20,%all%,%all%,0
20,20,มหาสารคาม,มหาสารคาม,0
20,20,ปัตตานี,ปัตตานี,0
20,20,นครพนม,นครพนม,0
20,20,ตาก,ตาก,0
20,20,กรุงเทพมหานคร,กรุงเทพมหานคร,0
19,19,%all%,%all%,0
19,19,กรุงเทพมหานคร,กรุงเทพมหานคร,0
18,18,%all%,%all%,0
18,18,ปัตตานี,ปัตตานี,0
17,17,%all%,%all%,0
17,17,นครพนม,นครพนม,0
17,17,ขอนแก่น,ขอนแก่น,0
16,16,%all%,%all%,0
16,16,ยะลา,ยะลา,0
16,16,นราธิวาส,นราธิวาส,0
15,15,%all%,%all%,0
15,15,อุดรธานี,อุดรธานี,0
15,15,สงขลา,สงขลา,0
15,15,ชัยภูมิ,ชัยภูมิ,0
14,14,%all%,%all%,0
14,14,สุราษฎร์ธานี,สุราษฎร์ธานี,0
13,13,%all%,%all%,0
13,13,สงขลา,สงขลา,0
12,12,%all%,%all%,0
12,12,ปัตตานี,ปัตตานี,0
12,12,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,0
12,12,นครราชสีมา,นครราชสีมา,0
10,10,%all%,%all%,0
10,10,สุราษฎร์ธานี,สุราษฎร์ธานี,0
10,10,สงขลา,สงขลา,0
