สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
49,49,%all%,%all%,0
49,49,อุบลราชธานี,อุบลราชธานี,0
41,41,%all%,%all%,1
41,41,เชียงใหม่,เชียงใหม่,1
37,37,%all%,%all%,0
37,37,ไม่ระบุ,ไม่ระบุ,0
20,20,%all%,%all%,0
20,20,มหาสารคาม,มหาสารคาม,0
17,17,%all%,%all%,0
17,17,อุบลราชธานี,อุบลราชธานี,0
13,13,%all%,%all%,0
13,13,เชียงราย,เชียงราย,0
8,8,%all%,%all%,0
8,8,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,%all%,%all%,1
%all%,%all%,ไม่ระบุ,ไม่ระบุ,0
%all%,%all%,เชียงใหม่,เชียงใหม่,1
%all%,%all%,เชียงราย,เชียงราย,0
%all%,%all%,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,มหาสารคาม,มหาสารคาม,0
