สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
3,3,%all%,%all%,%null%
3,3,แม่ฮ่องสอน,แม่ฮ่องสอน,%null%
3,3,เชียงใหม่,เชียงใหม่,%null%
3,3,อุบลราชธานี,อุบลราชธานี,%null%
3,3,อุทัยธานี,อุทัยธานี,%null%
3,3,อุดรธานี,อุดรธานี,%null%
3,3,อำนาจเจริญ,อำนาจเจริญ,%null%
3,3,สุรินทร์,สุรินทร์,%null%
3,3,สุราษฎร์ธานี,สุราษฎร์ธานี,%null%
3,3,สระแก้ว,สระแก้ว,%null%
3,3,สงขลา,สงขลา,%null%
3,3,ศรีสะเกษ,ศรีสะเกษ,%null%
3,3,ลำพูน,ลำพูน,%null%
3,3,ลพบุรี,ลพบุรี,%null%
3,3,ร้อยเอ็ด,ร้อยเอ็ด,%null%
3,3,ระยอง,ระยอง,%null%
3,3,ยโสธร,ยโสธร,%null%
3,3,มุกดาหาร,มุกดาหาร,%null%
3,3,มหาสารคาม,มหาสารคาม,%null%
3,3,พิษณุโลก,พิษณุโลก,%null%
3,3,พะเยา,พะเยา,%null%
3,3,บุรีรัมย์,บุรีรัมย์,%null%
3,3,นนทบุรี,นนทบุรี,%null%
3,3,นครสวรรค์,นครสวรรค์,%null%
3,3,นครศรีธรรมราช,นครศรีธรรมราช,%null%
3,3,นครราชสีมา,นครราชสีมา,%null%
3,3,นครพนม,นครพนม,%null%
3,3,ชุมพร,ชุมพร,%null%
3,3,ชัยภูมิ,ชัยภูมิ,%null%
3,3,ชลบุรี,ชลบุรี,%null%
3,3,จันทบุรี,จันทบุรี,%null%
3,3,กำแพงเพชร,กำแพงเพชร,%null%
3,3,กาฬสินธุ์,กาฬสินธุ์,%null%
3,3,กาญจนบุรี,กาญจนบุรี,%null%
3,3,กรุงเทพมหานคร,กรุงเทพมหานคร,%null%
2,2,%all%,%all%,0
2,2,แม่ฮ่องสอน,แม่ฮ่องสอน,0
2,2,เลย,เลย,0
2,2,เพชรบุรี,เพชรบุรี,0
2,2,เชียงใหม่,เชียงใหม่,0
2,2,เชียงราย,เชียงราย,0
2,2,อุบลราชธานี,อุบลราชธานี,0
2,2,อุทัยธานี,อุทัยธานี,0
2,2,อุดรธานี,อุดรธานี,0
2,2,อำนาจเจริญ,อำนาจเจริญ,0
2,2,สุรินทร์,สุรินทร์,0
2,2,สระแก้ว,สระแก้ว,0
2,2,สมุทรปราการ,สมุทรปราการ,0
2,2,สงขลา,สงขลา,0
2,2,ศรีสะเกษ,ศรีสะเกษ,0
2,2,ลำปาง,ลำปาง,0
2,2,ลพบุรี,ลพบุรี,0
2,2,ระยอง,ระยอง,0
2,2,ยโสธร,ยโสธร,0
2,2,มุกดาหาร,มุกดาหาร,0
2,2,พิษณุโลก,พิษณุโลก,0
2,2,พัทลุง,พัทลุง,0
2,2,พะเยา,พะเยา,0
2,2,บุรีรัมย์,บุรีรัมย์,0
2,2,นนทบุรี,นนทบุรี,0
2,2,นครสวรรค์,นครสวรรค์,0
2,2,นครศรีธรรมราช,นครศรีธรรมราช,0
2,2,นครราชสีมา,นครราชสีมา,0
2,2,นครพนม,นครพนม,0
2,2,นครปฐม,นครปฐม,0
2,2,ตาก,ตาก,0
2,2,ชุมพร,ชุมพร,0
2,2,ชัยภูมิ,ชัยภูมิ,0
2,2,ชลบุรี,ชลบุรี,0
2,2,จันทบุรี,จันทบุรี,0
2,2,กาญจนบุรี,กาญจนบุรี,0
2,2,กรุงเทพมหานคร,กรุงเทพมหานคร,0
1,1,%all%,%all%,0
1,1,แม่ฮ่องสอน,แม่ฮ่องสอน,0
1,1,เพชรบุรี,เพชรบุรี,0
1,1,เชียงใหม่,เชียงใหม่,0
1,1,เชียงราย,เชียงราย,0
1,1,อุบลราชธานี,อุบลราชธานี,0
1,1,อุดรธานี,อุดรธานี,0
1,1,อำนาจเจริญ,อำนาจเจริญ,0
1,1,สุรินทร์,สุรินทร์,0
1,1,สุพรรณบุรี,สุพรรณบุรี,0
1,1,สระแก้ว,สระแก้ว,0
1,1,สมุทรปราการ,สมุทรปราการ,0
1,1,สงขลา,สงขลา,0
1,1,สกลนคร,สกลนคร,0
1,1,ศรีสะเกษ,ศรีสะเกษ,0
1,1,ลำปาง,ลำปาง,0
1,1,ลพบุรี,ลพบุรี,0
1,1,ร้อยเอ็ด,ร้อยเอ็ด,0
1,1,ระยอง,ระยอง,0
1,1,ยโสธร,ยโสธร,0
1,1,บุรีรัมย์,บุรีรัมย์,0
1,1,นราธิวาส,นราธิวาส,0
1,1,นนทบุรี,นนทบุรี,0
1,1,นครสวรรค์,นครสวรรค์,0
1,1,นครศรีธรรมราช,นครศรีธรรมราช,0
1,1,ตาก,ตาก,0
1,1,ฉะเชิงเทรา,ฉะเชิงเทรา,0
1,1,จันทบุรี,จันทบุรี,0
1,1,กำแพงเพชร,กำแพงเพชร,0
1,1,กรุงเทพมหานคร,กรุงเทพมหานคร,0
%all%,%all%,%all%,%all%,0
%all%,%all%,แม่ฮ่องสอน,แม่ฮ่องสอน,0
%all%,%all%,เลย,เลย,0
%all%,%all%,เพชรบุรี,เพชรบุรี,0
%all%,%all%,เชียงใหม่,เชียงใหม่,0
%all%,%all%,เชียงราย,เชียงราย,0
%all%,%all%,อุบลราชธานี,อุบลราชธานี,0
%all%,%all%,อุทัยธานี,อุทัยธานี,0
%all%,%all%,อุดรธานี,อุดรธานี,0
%all%,%all%,อำนาจเจริญ,อำนาจเจริญ,0
%all%,%all%,สุรินทร์,สุรินทร์,0
%all%,%all%,สุราษฎร์ธานี,สุราษฎร์ธานี,%null%
%all%,%all%,สุพรรณบุรี,สุพรรณบุรี,0
%all%,%all%,สระแก้ว,สระแก้ว,0
%all%,%all%,สมุทรปราการ,สมุทรปราการ,0
%all%,%all%,สงขลา,สงขลา,0
%all%,%all%,สกลนคร,สกลนคร,0
%all%,%all%,ศรีสะเกษ,ศรีสะเกษ,0
%all%,%all%,ลำพูน,ลำพูน,%null%
%all%,%all%,ลำปาง,ลำปาง,0
%all%,%all%,ลพบุรี,ลพบุรี,0
%all%,%all%,ร้อยเอ็ด,ร้อยเอ็ด,0
%all%,%all%,ระยอง,ระยอง,0
%all%,%all%,ยโสธร,ยโสธร,0
%all%,%all%,มุกดาหาร,มุกดาหาร,0
%all%,%all%,มหาสารคาม,มหาสารคาม,%null%
%all%,%all%,พิษณุโลก,พิษณุโลก,0
%all%,%all%,พัทลุง,พัทลุง,0
%all%,%all%,พะเยา,พะเยา,0
%all%,%all%,บุรีรัมย์,บุรีรัมย์,0
%all%,%all%,นราธิวาส,นราธิวาส,0
%all%,%all%,นนทบุรี,นนทบุรี,0
%all%,%all%,นครสวรรค์,นครสวรรค์,0
%all%,%all%,นครศรีธรรมราช,นครศรีธรรมราช,0
%all%,%all%,นครราชสีมา,นครราชสีมา,0
%all%,%all%,นครพนม,นครพนม,0
%all%,%all%,นครปฐม,นครปฐม,0
%all%,%all%,ตาก,ตาก,0
%all%,%all%,ชุมพร,ชุมพร,0
%all%,%all%,ชัยภูมิ,ชัยภูมิ,0
